SYMBOL,Gene,Feature
ZNF717,ENSG00000227124,ENST00000491507
MIR4273,ENSG00000266396,ENST00000582824
SLC9C1,ENSG00000172139,ENST00000305815
SLC9C1,ENSG00000172139,ENST00000487372
SLC9C1,ENSG00000172139,ENST00000471295
,,ENSR00001988243
,,
QTRTD1,ENSG00000151576,ENST00000472599
QTRTD1,ENSG00000151576,ENST00000460163
QTRTD1,ENSG00000151576,ENST00000466050
QTRTD1,ENSG00000151576,ENST00000281273
QTRTD1,ENSG00000151576,ENST00000467703
QTRTD1,ENSG00000151576,ENST00000466870
QTRTD1,ENSG00000151576,ENST00000479882
QTRTD1,ENSG00000151576,ENST00000493014
QTRTD1,ENSG00000151576,ENST00000485050
QTRTD1,ENSG00000151576,ENST00000482307
QTRTD1,ENSG00000151576,ENST00000490183
LSAMP,ENSG00000185565,ENST00000474851
SLC15A2,ENSG00000163406,ENST00000295605
SLC15A2,ENSG00000163406,ENST00000489711
SLC15A2,ENSG00000163406,ENST00000469422
SLC15A2,ENSG00000163406,ENST00000489711
SLC15A2,ENSG00000163406,ENST00000295605
SLC15A2,ENSG00000163406,ENST00000469422
KALRN,ENSG00000160145,ENST00000483658
KALRN,ENSG00000160145,ENST00000488825
KALRN,ENSG00000160145,ENST00000477496
KALRN,ENSG00000160145,ENST00000240874
KALRN,ENSG00000160145,ENST00000460856
KALRN,ENSG00000160145,ENST00000448253
KALRN,ENSG00000160145,ENST00000360013
KALRN,ENSG00000160145,ENST00000354186
KALRN,ENSG00000160145,ENST00000360013
KALRN,ENSG00000160145,ENST00000460856
KALRN,ENSG00000160145,ENST00000393501
KALRN,ENSG00000160145,ENST00000240874
AC137695.1,ENSG00000280727,ENST00000626358
H1FX,ENSG00000184897,ENST00000333762
H1FX-AS1,ENSG00000206417,ENST00000433902
NUP210P3,ENSG00000248916,ENST00000506964
H1FX-AS1,ENSG00000206417,ENST00000511998
H1FX-AS1,ENSG00000206417,ENST00000383461
H1FX-AS1,ENSG00000206417,ENST00000502789
PLXND1,ENSG00000004399,ENST00000324093
PLXND1,ENSG00000004399,ENST00000515191
PLXND1,ENSG00000004399,ENST00000504767
PLXND1,ENSG00000004399,ENST00000511018
PLXND1,ENSG00000004399,ENST00000514990
PLXND1,ENSG00000004399,ENST00000505505
,,ENSR00001990858
ALG1L2,ENSG00000251287,ENST00000507643
AC083906.2,ENSG00000266849,ENST00000578837
ALG1L2,ENSG00000251287,ENST00000511726
RP11-93K22.13,ENSG00000248243,ENST00000514010
ALG1L2,ENSG00000251287,ENST00000425059
EPHB1,ENSG00000154928,ENST00000488154
EPHB1,ENSG00000154928,ENST00000482618
EPHB1,ENSG00000154928,ENST00000474732
EPHB1,ENSG00000154928,ENST00000398015
EPHB1,ENSG00000154928,ENST00000497173
EPHB1,ENSG00000154928,ENST00000460895
EPHB1,ENSG00000154928,ENST00000473867
,,
MRPS22,ENSG00000175110,ENST00000495075
MRPS22,ENSG00000175110,ENST00000495225
RP11-319G6.1,ENSG00000248932,ENST00000507362
RP11-319G6.1,ENSG00000248932,ENST00000515247
RP11-319G6.1,ENSG00000248932,ENST00000504670
RP11-319G6.1,ENSG00000248932,ENST00000510068
TNIK,ENSG00000154310,ENST00000475336
TNIK,ENSG00000154310,ENST00000465393
TNIK,ENSG00000154310,ENST00000357327
TNIK,ENSG00000154310,ENST00000488470
TNIK,ENSG00000154310,ENST00000460047
TNIK,ENSG00000154310,ENST00000341852
TNIK,ENSG00000154310,ENST00000284483
TNIK,ENSG00000154310,ENST00000436636
TNIK,ENSG00000154310,ENST00000470834
,,ENSR00001996602
FAUP2,ENSG00000237806,ENST00000394301
SOX2-OT,ENSG00000242808,ENST00000597347
SOX2-OT,ENSG00000242808,ENST00000493116
SOX2-OT,ENSG00000242808,ENST00000469278
SOX2-OT,ENSG00000242808,ENST00000493521
SOX2-OT,ENSG00000242808,ENST00000626948
SOX2-OT,ENSG00000242808,ENST00000460739
SOX2-OT,ENSG00000242808,ENST00000630482
,,
LINC00969,ENSG00000242086,ENST00000452844
SDHAP2,ENSG00000215837,ENST00000455183
LINC00969,ENSG00000242086,ENST00000445430
LINC00969,ENSG00000242086,ENST00000457233
LINC00969,ENSG00000242086,ENST00000453324
LINC00969,ENSG00000242086,ENST00000429897
LINC00969,ENSG00000242086,ENST00000425425
LINC00969,ENSG00000242086,ENST00000446521
,,ENSR00002000412
LINC00969,ENSG00000242086,ENST00000629823
LINC00969,ENSG00000242086,ENST00000629686
LINC00969,ENSG00000242086,ENST00000618708
LINC00969,ENSG00000242086,ENST00000615493
LINC00969,ENSG00000242086,ENST00000631105
LINC00969,ENSG00000242086,ENST00000598992
LINC00969,ENSG00000242086,ENST00000438608
LINC00969,ENSG00000242086,ENST00000620737
LINC00969,ENSG00000242086,ENST00000626617
LINC00969,ENSG00000242086,ENST00000625358
LINC00969,ENSG00000242086,ENST00000631366
LINC00969,ENSG00000242086,ENST00000630170
LINC00969,ENSG00000242086,ENST00000625338
LINC00969,ENSG00000242086,ENST00000602127
LINC00969,ENSG00000242086,ENST00000445707
LINC00969,ENSG00000242086,ENST00000594715
LINC00969,ENSG00000242086,ENST00000627152
MIR570,ENSG00000207650,ENST00000384917
LINC00969,ENSG00000242086,ENST00000628547
LINC00969,ENSG00000242086,ENST00000626007
LINC00969,ENSG00000242086,ENST00000451228
LINC00969,ENSG00000242086,ENST00000431767
LINC00969,ENSG00000242086,ENST00000597034
LINC00969,ENSG00000242086,ENST00000630243
LINC00969,ENSG00000242086,ENST00000420851
LINC00969,ENSG00000242086,ENST00000451982
LINC00969,ENSG00000242086,ENST00000600527
LINC00969,ENSG00000242086,ENST00000451216
LINC00969,ENSG00000242086,ENST00000625776
LINC00969,ENSG00000242086,ENST00000626569
LINC00969,ENSG00000242086,ENST00000627363
LINC00969,ENSG00000242086,ENST00000626178
LINC00969,ENSG00000242086,ENST00000414625
LINC00969,ENSG00000242086,ENST00000628917
LINC00969,ENSG00000242086,ENST00000630863
LINC00969,ENSG00000242086,ENST00000626677
LINC00969,ENSG00000242086,ENST00000627502
LINC00969,ENSG00000242086,ENST00000630417
LINC00969,ENSG00000242086,ENST00000596584
LINC00969,ENSG00000242086,ENST00000629990
LINC00969,ENSG00000242086,ENST00000628823
LINC00969,ENSG00000242086,ENST00000626870
LINC00969,ENSG00000242086,ENST00000627562
LINC00969,ENSG00000242086,ENST00000627718
LINC00969,ENSG00000242086,ENST00000599448
LINC00969,ENSG00000242086,ENST00000628301
LINC00969,ENSG00000242086,ENST00000626969
LINC00969,ENSG00000242086,ENST00000608737
LINC00969,ENSG00000242086,ENST00000631189
LINC00969,ENSG00000242086,ENST00000597482
TUBB8P8,ENSG00000213113,ENST00000458717
AC073135.4,ENSG00000236246,ENST00000451150
BNIP3P41,ENSG00000248302,ENST00000503774
ZNF595,ENSG00000272602,ENST00000608255
ZNF595,ENSG00000272602,ENST00000609518
ZNF595,ENSG00000272602,ENST00000509152
ZNF595,ENSG00000272602,ENST00000610261
BNIP3P41,ENSG00000248302,ENST00000616656
ZNF595,ENSG00000272602,ENST00000502981
,,ENSR00002000987
,,ENSR00001682756
,,
SORCS2,ENSG00000184985,ENST00000329016
SORCS2,ENSG00000184985,ENST00000507866
SORCS2,ENSG00000184985,ENST00000511199
SH3TC1,ENSG00000125089,ENST00000503284
SH3TC1,ENSG00000125089,ENST00000510763
SH3TC1,ENSG00000125089,ENST00000508641
SH3TC1,ENSG00000125089,ENST00000512100
SH3TC1,ENSG00000125089,ENST00000506360
SH3TC1,ENSG00000125089,ENST00000502669
SH3TC1,ENSG00000125089,ENST00000507891
SH3TC1,ENSG00000125089,ENST00000515682
SH3TC1,ENSG00000125089,ENST00000504223
SH3TC1,ENSG00000125089,ENST00000457650
SH3TC1,ENSG00000125089,ENST00000509119
AC104650.2,ENSG00000281359,ENST00000625822
SH3TC1,ENSG00000125089,ENST00000245105
,,ENSR00002002628
,,
CD38,ENSG00000004468,ENST00000511430
CD38,ENSG00000004468,ENST00000506191
CD38,ENSG00000004468,ENST00000502843
CD38,ENSG00000004468,ENST00000226279
,,ENSR00002003564
ANAPC4,ENSG00000053900,ENST00000506973
ANAPC4,ENSG00000053900,ENST00000504256
ANAPC4,ENSG00000053900,ENST00000315368
ANAPC4,ENSG00000053900,ENST00000515848
ANAPC4,ENSG00000053900,ENST00000510092
ANAPC4,ENSG00000053900,ENST00000505842
CWH43,ENSG00000109182,ENST00000514053
CWH43,ENSG00000109182,ENST00000513409
CWH43,ENSG00000109182,ENST00000226432
,,ENSR00002006853
,,
,,ENSR00002006853
,,
,,
SRP72,ENSG00000174780,ENST00000507126
SRP72,ENSG00000174780,ENST00000342756
SRP72,ENSG00000174780,ENST00000510663
ARL9,ENSG00000196503,ENST00000360096
RP11-468N14.11,ENSG00000250277,ENST00000509604
SLC4A4,ENSG00000080493,ENST00000264485
SLC4A4,ENSG00000080493,ENST00000340595
SLC4A4,ENSG00000080493,ENST00000351898
SLC4A4,ENSG00000080493,ENST00000425175
AFP,ENSG00000081051,ENST00000508838
AFP,ENSG00000081051,ENST00000226359
AFP,ENSG00000081051,ENST00000395792
AFP,ENSG00000081051,ENST00000514279
AFF1,ENSG00000172493,ENST00000395146
AFF1,ENSG00000172493,ENST00000511442
AFF1,ENSG00000172493,ENST00000503477
AFF1,ENSG00000172493,ENST00000504956
AFF1,ENSG00000172493,ENST00000507468
AFF1,ENSG00000172493,ENST00000511996
,,ENSR00002010766
RP11-10L7.1,ENSG00000246375,ENST00000500009
Y_RNA,ENSG00000207480,ENST00000384749
SEC24D,ENSG00000150961,ENST00000514561
SEC24D,ENSG00000150961,ENST00000503683
SEC24D,ENSG00000150961,ENST00000509818
SEC24D,ENSG00000150961,ENST00000505280
SEC24D,ENSG00000150961,ENST00000419654
SEC24D,ENSG00000150961,ENST00000506622
SEC24D,ENSG00000150961,ENST00000280551
RP11-371F15.3,ENSG00000250195,ENST00000507038
RP11-371F15.3,ENSG00000250195,ENST00000511951
RP11-577B7.1,ENSG00000250577,ENST00000506416
SCOC-AS1,ENSG00000196951,ENST00000512692
SCOC,ENSG00000153130,ENST00000394205
,,ENSR00002016442
ARHGAP10,ENSG00000071205,ENST00000506054
ARHGAP10,ENSG00000071205,ENST00000507661
ARHGAP10,ENSG00000071205,ENST00000506020
ARHGAP10,ENSG00000071205,ENST00000336498
,,ENSR00002017471
,,ENSR00002022064
,,ENSR00001691064
,,
DUX4,ENSG00000260596,ENST00000569241
AC215524.1,ENSG00000274222,ENST00000616219
DUX4,ENSG00000260596,ENST00000565211
DUX4,ENSG00000260596,ENST00000563716
DUX4,ENSG00000260596,ENST00000616166
DUX4,ENSG00000260596,ENST00000564366
DUX4,ENSG00000260596,ENST00000570263
DUX4,ENSG00000260596,ENST00000570263
DUX4,ENSG00000260596,ENST00000564366
DUX4,ENSG00000260596,ENST00000616166
DUX4,ENSG00000260596,ENST00000563716
DUX4,ENSG00000260596,ENST00000565211
DUX4,ENSG00000260596,ENST00000569241
AC215524.1,ENSG00000274222,ENST00000616219
AC215524.1,ENSG00000274222,ENST00000616219
DUX4,ENSG00000260596,ENST00000569241
DUX4,ENSG00000260596,ENST00000565211
DUX4,ENSG00000260596,ENST00000616166
DUX4,ENSG00000260596,ENST00000564366
DUX4,ENSG00000260596,ENST00000570263
DUX4,ENSG00000260596,ENST00000563716
,,
SEPHS2P1,ENSG00000250247,ENST00000511618
,,ENSR00002023967
ZFR,ENSG00000056097,ENST00000505366
ZFR,ENSG00000056097,ENST00000265069
RP11-1023L17.1,ENSG00000215158,ENST00000507274
RP11-1023L17.2,ENSG00000215156,ENST00000505001
RP11-1023L17.1,ENSG00000215158,ENST00000514048
RP11-1023L17.1,ENSG00000215158,ENST00000508395
,,ENSR00001692394
RP11-1023L17.2,ENSG00000215156,ENST00000505001
RP11-1023L17.1,ENSG00000215158,ENST00000514048
RP11-1023L17.1,ENSG00000215158,ENST00000507274
RP11-1023L17.1,ENSG00000215158,ENST00000508395
,,ENSR00001692401
LIFR,ENSG00000113594,ENST00000508477
LIFR,ENSG00000113594,ENST00000263409
LIFR,ENSG00000113594,ENST00000453190
LIFR,ENSG00000113594,ENST00000506003
C7,ENSG00000112936,ENST00000508185
C7,ENSG00000112936,ENST00000489457
C7,ENSG00000112936,ENST00000313164
Y_RNA,ENSG00000199487,ENST00000362617
MTHFD2P6,ENSG00000249266,ENST00000506170
,,
,,
,,
PLK2,ENSG00000145632,ENST00000509422
PLK2,ENSG00000145632,ENST00000510629
PLK2,ENSG00000145632,ENST00000504196
PLK2,ENSG00000145632,ENST00000274289
PLK2,ENSG00000145632,ENST00000503378
PLK2,ENSG00000145632,ENST00000503115
PLK2,ENSG00000145632,ENST00000514306
PLK2,ENSG00000145632,ENST00000511326
PLK2,ENSG00000145632,ENST00000509555
PLK2,ENSG00000145632,ENST00000617412
PLK2,ENSG00000145632,ENST00000508300
PLK2,ENSG00000145632,ENST00000502671
PLK2,ENSG00000145632,ENST00000505244
PLK2,ENSG00000145632,ENST00000515415
PLK2,ENSG00000145632,ENST00000503713
PDE4D,ENSG00000113448,ENST00000360047
PDE4D,ENSG00000113448,ENST00000340635
PDE4D,ENSG00000113448,ENST00000505453
PDE4D,ENSG00000113448,ENST00000507116
PDE4D,ENSG00000113448,ENST00000405755
PDE4D,ENSG00000113448,ENST00000405053
PDE4D,ENSG00000113448,ENST00000317118
PDE4D,ENSG00000113448,ENST00000515011
PDE4D,ENSG00000113448,ENST00000309641
PDE4D,ENSG00000113448,ENST00000503258
PDE4D,ENSG00000113448,ENST00000502484
PDE4D,ENSG00000113448,ENST00000358923
PDE4D,ENSG00000113448,ENST00000546160
FCHO2,ENSG00000157107,ENST00000512348
FCHO2,ENSG00000157107,ENST00000430046
,,ENSR00002030526
,,
SLC25A5P9,ENSG00000251078,ENST00000509905
LHFPL2,ENSG00000145685,ENST00000514587
CTD-2073O6.1,ENSG00000254170,ENST00000519121
JMY,ENSG00000152409,ENST00000412001
JMY,ENSG00000152409,ENST00000396137
ANKRD32,ENSG00000133302,ENST00000450932
ANKRD32,ENSG00000133302,ENST00000265140
RP11-93O17.2,ENSG00000206356,ENST00000504077
,,
ALDH7A1,ENSG00000164904,ENST00000503281
ALDH7A1,ENSG00000164904,ENST00000509459
ALDH7A1,ENSG00000164904,ENST00000497231
ALDH7A1,ENSG00000164904,ENST00000409134
ALDH7A1,ENSG00000164904,ENST00000447989
ALDH7A1,ENSG00000164904,ENST00000553117
FSTL4,ENSG00000053108,ENST00000265342
FSTL4,ENSG00000053108,ENST00000621681
SPOCK1,ENSG00000152377,ENST00000503916
,,ENSR00002038760
PFDN1,ENSG00000113068,ENST00000507185
PFDN1,ENSG00000113068,ENST00000514611
PFDN1,ENSG00000113068,ENST00000524074
PFDN1,ENSG00000113068,ENST00000261813
PFDN1,ENSG00000113068,ENST00000510217
PCDHA4,ENSG00000204967,ENST00000512229
PCDHA8,ENSG00000204962,ENST00000531613
PCDHA4,ENSG00000204967,ENST00000530339
PCDHA5,ENSG00000204965,ENST00000529859
PCDHAC1,ENSG00000248383,ENST00000253807
PCDHA6,ENSG00000081842,ENST00000529310
PCDHA5,ENSG00000204965,ENST00000529619
PCDHA9,ENSG00000204961,ENST00000532602
PCDHA7,ENSG00000204963,ENST00000525929
PCDHA10,ENSG00000250120,ENST00000307360
PCDHA3,ENSG00000255408,ENST00000522353
PCDHA11,ENSG00000249158,ENST00000617408
PCDHA13,ENSG00000239389,ENST00000409494
PCDHAC1,ENSG00000248383,ENST00000409700
PCDHA2,ENSG00000204969,ENST00000526136
PCDHA12,ENSG00000251664,ENST00000398631
PCDHA11,ENSG00000249158,ENST00000398640
PCDHA10,ENSG00000250120,ENST00000506939
PCDHA1,ENSG00000204970,ENST00000394633
PCDHA1,ENSG00000204970,ENST00000504120
PCDHA6,ENSG00000081842,ENST00000527624
PCDHA13,ENSG00000239389,ENST00000289272
PPARGC1B,ENSG00000155846,ENST00000394320
PPARGC1B,ENSG00000155846,ENST00000360453
PPARGC1B,ENSG00000155846,ENST00000309241
PPARGC1B,ENSG00000155846,ENST00000434684
PPARGC1B,ENSG00000155846,ENST00000403750
,,ENSR00001293671
FAT2,ENSG00000086570,ENST00000261800
,,
HAVCR1,ENSG00000113249,ENST00000523175
HAVCR1,ENSG00000113249,ENST00000517644
HAVCR1,ENSG00000113249,ENST00000339252
HAVCR1,ENSG00000113249,ENST00000522693
HAVCR1,ENSG00000113249,ENST00000625904
TENM2,ENSG00000145934,ENST00000545108
TENM2,ENSG00000145934,ENST00000520394
TENM2,ENSG00000145934,ENST00000518659
TENM2,ENSG00000145934,ENST00000519204
TENM2,ENSG00000145934,ENST00000403607
TENM2,ENSG00000145934,ENST00000517941
WWC1,ENSG00000113645,ENST00000519659
WWC1,ENSG00000113645,ENST00000521089
WWC1,ENSG00000113645,ENST00000523043
WWC1,ENSG00000113645,ENST00000265293
WWC1,ENSG00000113645,ENST00000519859
WWC1,ENSG00000113645,ENST00000517425
WWC1,ENSG00000113645,ENST00000393895
WWC1,ENSG00000113645,ENST00000524228
KCNIP1,ENSG00000182132,ENST00000434108
KCNIP1,ENSG00000182132,ENST00000411494
KCNIP1,ENSG00000182132,ENST00000328939
KCNIP1,ENSG00000182132,ENST00000520740
KCNIP1,ENSG00000182132,ENST00000377360
KCNIP1,ENSG00000182132,ENST00000390656
,,ENSR00002044141
,,
,,
RP11-532F6.5,ENSG00000271911,ENST00000607084
BTF3P7,ENSG00000219986,ENST00000407097
,,ENSR00002047051
,,
,,
ATXN1,ENSG00000124788,ENST00000483591
ATXN1,ENSG00000124788,ENST00000473388
ATXN1,ENSG00000124788,ENST00000436367
ATXN1,ENSG00000124788,ENST00000244769
,,ENSR00002048876
FAM65B,ENSG00000111913,ENST00000510784
FAM65B,ENSG00000111913,ENST00000613507
FAM65B,ENSG00000111913,ENST00000538035
LRRC16A,ENSG00000079691,ENST00000461945
LRRC16A,ENSG00000079691,ENST00000329474
,,ENSR00002050290
,,ENSR00002050289
LST1,ENSG00000204482,ENST00000211921
LST1,ENSG00000204482,ENST00000460834
LST1,ENSG00000204482,ENST00000396112
NCR3,ENSG00000204475,ENST00000340027
LST1,ENSG00000204482,ENST00000376110
NCR3,ENSG00000204475,ENST00000491161
NCR3,ENSG00000204475,ENST00000376071
LST1,ENSG00000204482,ENST00000438075
LST1,ENSG00000204482,ENST00000339530
LST1,ENSG00000204482,ENST00000464044
LST1,ENSG00000204482,ENST00000376086
LST1,ENSG00000204482,ENST00000376093
LST1,ENSG00000204482,ENST00000303757
LST1,ENSG00000204482,ENST00000376096
NCR3,ENSG00000204475,ENST00000376072
LST1,ENSG00000204482,ENST00000419073
LST1,ENSG00000204482,ENST00000396101
NCR3,ENSG00000204475,ENST00000495600
LST1,ENSG00000204482,ENST00000418507
LST1,ENSG00000204482,ENST00000376099
LST1,ENSG00000204482,ENST00000376089
NCR3,ENSG00000204475,ENST00000376073
LST1,ENSG00000204482,ENST00000433492
LST1,ENSG00000204482,ENST00000376092
LST1,ENSG00000204482,ENST00000376090
LST1,ENSG00000204482,ENST00000490742
LST1,ENSG00000204482,ENST00000464526
,,ENSR00002051377
MSH5,ENSG00000204410,ENST00000375740
MSH5,ENSG00000204410,ENST00000482280
MSH5,ENSG00000204410,ENST00000375750
MSH5,ENSG00000204410,ENST00000497269
MSH5,ENSG00000204410,ENST00000450148
MSH5-SAPCD1,ENSG00000255152,ENST00000493662
MSH5,ENSG00000204410,ENST00000468602
MSH5,ENSG00000204410,ENST00000463094
MSH5,ENSG00000204410,ENST00000375703
MSH5,ENSG00000204410,ENST00000375755
MSH5,ENSG00000204410,ENST00000463144
MSH5,ENSG00000204410,ENST00000423982
MSH5,ENSG00000204410,ENST00000425703
,,ENSR00002051419
HLA-DRB5,ENSG00000198502,ENST00000374975
,,ENSR00002051574
HLA-DRB1,ENSG00000196126,ENST00000611060
HLA-DRB1,ENSG00000196126,ENST00000360004
ITPR3,ENSG00000096433,ENST00000605930
ITPR3,ENSG00000096433,ENST00000374316
,,ENSR00002051824
PPARD,ENSG00000112033,ENST00000360694
PPARD,ENSG00000112033,ENST00000418635
PPARD,ENSG00000112033,ENST00000337400
PPARD,ENSG00000112033,ENST00000448077
PPARD,ENSG00000112033,ENST00000311565
,,ENSR00002052262
MDGA1,ENSG00000112139,ENST00000502298
MDGA1,ENSG00000112139,ENST00000510077
MDGA1,ENSG00000112139,ENST00000434837
MDGA1,ENSG00000112139,ENST00000478143
MDGA1,ENSG00000112139,ENST00000505425
MDGA1,ENSG00000112139,ENST00000418178
,,ENSR00002052782
RPL7L1,ENSG00000146223,ENST00000462348
RPL7L1,ENSG00000146223,ENST00000493763
RPL7L1,ENSG00000146223,ENST00000497417
RPL7L1,ENSG00000146223,ENST00000304734
RPL7L1,ENSG00000146223,ENST00000483998
RPL7L1,ENSG00000146223,ENST00000492836
RPL7L1,ENSG00000146223,ENST00000487619
RPL7L1,ENSG00000146223,ENST00000602561
RPL7L1,ENSG00000146223,ENST00000397415
,,ENSR00002053803
RCAN2,ENSG00000172348,ENST00000330430
RCAN2,ENSG00000172348,ENST00000371374
RCAN2,ENSG00000172348,ENST00000405162
RCAN2,ENSG00000172348,ENST00000306764
,,ENSR00002054544
MEP1A,ENSG00000112818,ENST00000611727
MEP1A,ENSG00000112818,ENST00000230588
CD2AP,ENSG00000198087,ENST00000359314
,,
MUT,ENSG00000146085,ENST00000274813
FILIP1,ENSG00000118407,ENST00000393004
FILIP1,ENSG00000118407,ENST00000237172
TRAF3IP2,ENSG00000056972,ENST00000359831
TRAF3IP2-AS1,ENSG00000231889,ENST00000449449
TRAF3IP2,ENSG00000056972,ENST00000340026
TRAF3IP2-AS1,ENSG00000231889,ENST00000442928
TRAF3IP2,ENSG00000056972,ENST00000492671
TRAF3IP2,ENSG00000056972,ENST00000368735
TRAF3IP2-AS1,ENSG00000231889,ENST00000438298
TRAF3IP2,ENSG00000056972,ENST00000464903
TRAF3IP2,ENSG00000056972,ENST00000368731
TRAF3IP2-AS1,ENSG00000231889,ENST00000440395
TRAF3IP2-AS1,ENSG00000231889,ENST00000532353
TRAF3IP2,ENSG00000056972,ENST00000368734
TRAF3IP2,ENSG00000056972,ENST00000368761
TRAF3IP2,ENSG00000056972,ENST00000392556
TRAF3IP2-AS1,ENSG00000231889,ENST00000456352
TRAF3IP2,ENSG00000056972,ENST00000368730
,,ENSR00002061052
,,
PHACTR2,ENSG00000112419,ENST00000367582
PHACTR2,ENSG00000112419,ENST00000427704
PHACTR2,ENSG00000112419,ENST00000367584
PHACTR2,ENSG00000112419,ENST00000536245
PHACTR2,ENSG00000112419,ENST00000440869
PHACTR2,ENSG00000112419,ENST00000305766
RP11-472G23.3,ENSG00000219298,ENST00000406262
BTF3P10,ENSG00000231120,ENST00000433415
SYNE1,ENSG00000131018,ENST00000461872
SYNE1,ENSG00000131018,ENST00000341594
SYNE1,ENSG00000131018,ENST00000423061
SYNE1,ENSG00000131018,ENST00000367255
LPA,ENSG00000198670,ENST00000316300
WDR27,ENSG00000184465,ENST00000546525
WDR27,ENSG00000184465,ENST00000448612
WDR27,ENSG00000184465,ENST00000423258
WDR27,ENSG00000184465,ENST00000479310
FAM20C,ENSG00000177706,ENST00000313766
FAM20C,ENSG00000177706,ENST00000515795
,,ENSR00000620389
SPDYE19P,ENSG00000275328,ENST00000338590
RBAK-RBAKDN,ENSG00000272968,ENST00000407184
RNF216P1,ENSG00000196204,ENST00000494947
SPDYE19P,ENSG00000275328,ENST00000338590
RNF216P1,ENSG00000196204,ENST00000494947
RBAK-RBAKDN,ENSG00000272968,ENST00000407184
DNAH11,ENSG00000105877,ENST00000409508
DNAH11,ENSG00000105877,ENST00000620169
DNAH11,ENSG00000105877,ENST00000328843
,,ENSR00002073362
AC004540.5,ENSG00000214870,ENST00000430548
AC004540.5,ENSG00000214870,ENST00000439120
AC004540.5,ENSG00000214870,ENST00000421862
AC004540.5,ENSG00000214870,ENST00000448056
EVX1,ENSG00000106038,ENST00000580535
EVX1,ENSG00000106038,ENST00000222761
EVX1-AS,ENSG00000253405,ENST00000519050
EVX1-AS,ENSG00000253405,ENST00000517726
EVX1,ENSG00000106038,ENST00000518886
EVX1,ENSG00000106038,ENST00000496902
EVX1-AS,ENSG00000253405,ENST00000519218
RP1-170O19.17,ENSG00000253308,ENST00000523608
,,ENSR00002074231
CCDC129,ENSG00000180347,ENST00000463693
CCDC129,ENSG00000180347,ENST00000409210
CCDC129,ENSG00000180347,ENST00000451887
CCDC129,ENSG00000180347,ENST00000319386
CCDC129,ENSG00000180347,ENST00000615280
CCDC129,ENSG00000180347,ENST00000407970
RP11-479O9.2,ENSG00000224316,ENST00000414608
,,ENSR00002078968
RP11-479O9.2,ENSG00000224316,ENST00000414608
,,ENSR00002078970
TYW1,ENSG00000198874,ENST00000359626
TYW1,ENSG00000198874,ENST00000361660
TYW1,ENSG00000198874,ENST00000495971
TYW1,ENSG00000198874,ENST00000615572
WBSCR17,ENSG00000185274,ENST00000498380
WBSCR17,ENSG00000185274,ENST00000618959
WBSCR17,ENSG00000185274,ENST00000333538
WBSCR17,ENSG00000185274,ENST00000467723
GTF2IRD1,ENSG00000006704,ENST00000489094
GTF2IRD1,ENSG00000006704,ENST00000455841
GTF2IRD1,ENSG00000006704,ENST00000265755
GTF2IRD1,ENSG00000006704,ENST00000424337
GTF2IRD1,ENSG00000006704,ENST00000476977
CCDC132,ENSG00000004766,ENST00000476413
CCDC132,ENSG00000004766,ENST00000485994
CCDC132,ENSG00000004766,ENST00000471188
CCDC132,ENSG00000004766,ENST00000436177
CCDC132,ENSG00000004766,ENST00000458530
CCDC132,ENSG00000004766,ENST00000441602
CCDC132,ENSG00000004766,ENST00000438395
CCDC132,ENSG00000004766,ENST00000544910
CCDC132,ENSG00000004766,ENST00000477935
CCDC132,ENSG00000004766,ENST00000458707
